"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"29.06.2018","64,80","64,80","64,80","64,80","-","-0,02%"
"02.07.2018","64,13","64,13","64,13","64,13","0,01K","-1,03%"
"03.07.2018","64,09","64,09","64,09","64,09","-","-0,06%"
"05.07.2018","63,06","63,06","63,06","63,06","0,01K","-1,61%"
"06.07.2018","62,99","62,99","62,99","62,99","-","-0,11%"
"09.07.2018","63,13","63,13","63,13","63,13","0,01K","0,22%"
"10.07.2018","63,19","63,19","63,19","63,19","0,04K","0,10%"
"11.07.2018","63,18","63,18","63,18","63,18","-","-0,02%"
"12.07.2018","63,21","63,21","63,21","63,21","-","0,05%"
"13.07.2018","63,24","63,24","63,24","63,24","-","0,05%"
"16.07.2018","63,33","63,33","63,33","63,33","-","0,14%"
"17.07.2018","63,10","63,10","63,10","63,10","-","-0,36%"
"18.07.2018","63,30","63,30","63,30","63,30","0,02K","0,32%"
"19.07.2018","63,58","63,58","63,58","63,58","-","0,44%"
"20.07.2018","63,61","63,61","63,61","63,61","-","0,05%"
"23.07.2018","63,73","63,73","63,73","63,73","-","0,19%"
"24.07.2018","63,83","63,83","63,83","63,83","-","0,16%"
"25.07.2018","63,87","63,87","63,87","63,87","-","0,06%"
"26.07.2018","63,93","63,93","63,93","63,93","-","0,09%"
"27.07.2018","64,08","64,08","64,08","64,08","-","0,23%"
"30.07.2018","64,20","64,20","64,20","64,20","-","0,19%"
"31.07.2018","64,35","64,35","64,35","64,35","-","0,23%"
"01.08.2018","66,66","66,66","66,66","66,66","-","3,59%"
"02.08.2018","66,86","66,86","66,86","66,86","-","0,30%"
"03.08.2018","68,24","68,24","68,24","68,24","-","2,06%"
"06.08.2018","69,08","69,08","69,08","69,08","0,01K","1,23%"
"07.08.2018","69,35","69,35","69,35","69,35","-","0,39%"
"08.08.2018","68,81","68,81","68,81","68,81","-","-0,78%"
"09.08.2018","68,94","68,94","68,94","68,94","-","0,19%"
"10.08.2018","68,58","68,58","68,58","68,58","-","-0,52%"
"13.08.2018","68,55","68,55","68,55","68,55","-","-0,04%"
"14.08.2018","67,96","67,96","67,96","67,96","-","-0,86%"
"15.08.2018","67,72","67,72","67,72","67,72","0,01K","-0,35%"
"16.08.2018","67,59","67,59","67,59","67,59","-","-0,19%"
"17.08.2018","67,99","67,99","67,99","67,99","-","0,59%"
"20.08.2018","67,95","67,95","67,95","67,95","-","-0,06%"
"21.08.2018","67,65","67,65","67,65","67,65","-","-0,44%"
"22.08.2018","67,69","67,69","67,69","67,69","-","0,06%"
"23.08.2018","67,54","67,54","67,54","67,54","-","-0,22%"
"24.08.2018","67,48","67,48","67,48","67,48","-","-0,09%"
"27.08.2018","67,42","67,42","67,42","67,42","-","-0,09%"
"28.08.2018","67,35","67,35","67,35","67,35","-","-0,10%"
"29.08.2018","67,28","67,28","67,28","67,28","-","-0,10%"
"30.08.2018","67,21","67,21","67,21","67,21","-","-0,10%"
"31.08.2018","67,16","67,16","67,16","67,16","-","-0,07%"
"04.09.2018","66,64","66,64","66,64","66,64","-","-0,77%"
"05.09.2018","67,22","67,22","67,22","67,22","0,05K","0,87%"
"06.09.2018","68,13","68,13","68,13","68,13","0,01K","1,35%"
"07.09.2018","68,07","68,07","68,07","68,07","-","-0,09%"
"10.09.2018","68,17","68,17","68,17","68,17","-","0,15%"
"11.09.2018","67,78","67,78","67,78","67,78","-","-0,57%"
"12.09.2018","67,98","67,98","67,98","67,98","-","0,30%"
"13.09.2018","68,31","68,31","68,31","68,31","-","0,49%"
"14.09.2018","68,43","68,43","68,43","68,43","-","0,18%"
"17.09.2018","68,57","68,57","68,57","68,57","-","0,20%"
"18.09.2018","68,59","68,59","68,59","68,59","-","0,03%"
"19.09.2018","68,67","68,67","68,67","68,67","-","0,12%"
"20.09.2018","68,67","68,67","68,67","68,67","-","0,00%"
"21.09.2018","68,69","68,69","68,69","68,69","-","0,03%"
"24.09.2018","68,68","68,68","68,68","68,68","-","-0,01%"
"25.09.2018","68,62","68,62","68,62","68,62","-","-0,09%"
"26.09.2018","68,66","68,66","68,66","68,66","-","0,06%"
"27.09.2018","68,69","68,69","68,69","68,69","-","0,04%"
"28.09.2018","68,73","68,73","68,73","68,73","-","0,06%"
"01.10.2018","68,40","68,40","68,40","68,40","-","-0,48%"
"02.10.2018","68,84","68,84","68,84","68,84","-","0,64%"
"03.10.2018","69,08","69,08","69,08","69,08","0,19K","0,35%"
"04.10.2018","68,51","68,51","68,51","68,51","0,01K","-0,83%"
"05.10.2018","69,24","69,24","69,24","69,24","0,01K","1,07%"
"08.10.2018","69,29","69,29","69,29","69,29","0,01K","0,07%"
"09.10.2018","70,09","70,09","70,09","70,09","0,01K","1,15%"
"10.10.2018","70,39","70,39","70,39","70,39","-","0,43%"
"11.10.2018","70,24","70,24","70,24","70,24","-","-0,21%"
"12.10.2018","70,49","70,49","70,49","70,49","-","0,36%"
"15.10.2018","70,56","70,56","70,56","70,56","-","0,10%"
"16.10.2018","70,58","70,58","70,58","70,58","-","0,03%"
"17.10.2018","71,40","71,40","71,40","71,40","-","1,16%"
"18.10.2018","71,40","71,40","71,40","71,40","-","0,00%"
"19.10.2018","71,40","71,40","71,40","71,40","-","0,00%"
"22.10.2018","71,71","71,71","71,71","71,71","-","0,43%"
"23.10.2018","71,79","71,79","71,79","71,79","-","0,11%"
"24.10.2018","72,05","72,05","72,05","72,05","-","0,36%"
"25.10.2018","72,22","72,22","72,22","72,22","-","0,24%"
"26.10.2018","72,41","72,41","72,41","72,41","-","0,26%"
"29.10.2018","72,58","72,58","72,58","72,58","-","0,23%"
"30.10.2018","72,70","72,70","72,70","72,70","-","0,17%"
"31.10.2018","72,81","72,81","72,81","72,81","-","0,15%"
"01.11.2018","72,99","72,99","72,99","72,99","0,01K","0,25%"
"02.11.2018","72,92","72,92","72,92","72,92","0,01K","-0,10%"
"05.11.2018","73,90","73,90","73,90","73,90","-","1,34%"
"06.11.2018","74,18","74,18","74,18","74,18","-","0,38%"
"07.11.2018","74,18","74,18","74,18","74,18","-","0,00%"
"08.11.2018","75,01","75,01","75,01","75,01","-","1,12%"
"09.11.2018","75,58","75,58","75,58","75,58","-","0,76%"
"12.11.2018","75,27","75,27","75,27","75,27","-","-0,41%"
"13.11.2018","74,98","74,98","74,98","74,98","-","-0,39%"
"14.11.2018","74,81","74,81","74,81","74,81","0,01K","-0,23%"
"15.11.2018","74,95","74,95","74,95","74,95","-","0,19%"
"16.11.2018","75,08","75,08","75,08","75,08","-","0,17%"
"19.11.2018","75,30","75,30","75,30","75,30","-","0,29%"
"20.11.2018","74,88","74,88","74,88","74,88","-","-0,56%"
"21.11.2018","74,86","74,86","74,86","74,86","-","-0,03%"
"23.11.2018","74,21","74,21","74,21","74,21","-","-0,87%"
"26.11.2018","73,58","73,58","73,58","73,58","-","-0,85%"
"27.11.2018","73,14","73,14","73,14","73,14","-","-0,60%"
"28.11.2018","72,92","72,92","72,92","72,92","-","-0,30%"
"29.11.2018","72,60","72,60","72,60","72,60","-","-0,44%"
"30.11.2018","72,28","72,28","72,28","72,28","-","-0,44%"
"03.12.2018","65,57","65,57","65,57","65,57","-","-9,28%"
"04.12.2018","66,83","66,83","66,83","66,83","-","1,92%"
"05.12.2018","67,55","67,55","67,55","67,55","-","1,08%"
"06.12.2018","66,00","66,00","66,00","66,00","-","-2,29%"
"07.12.2018","66,76","66,77","66,81","66,77","0,00K","1,15%"
"10.12.2018","66,51","66,51","66,51","66,51","-","-0,37%"
"11.12.2018","66,74","66,74","66,74","66,74","-","0,35%"
"12.12.2018","66,82","66,82","66,82","66,82","-","0,12%"
"13.12.2018","67,26","67,26","67,26","67,26","-","0,66%"
"14.12.2018","67,89","67,89","67,89","67,89","-","0,94%"
"17.12.2018","68,12","68,12","68,12","68,12","-","0,34%"
"18.12.2018","68,49","68,49","68,49","68,49","-","0,54%"
"19.12.2018","68,69","68,69","68,69","68,69","-","0,29%"
"20.12.2018","69,12","69,12","69,12","69,12","-","0,63%"
"21.12.2018","68,99","68,99","68,99","68,99","-","-0,19%"
"24.12.2018","68,79","68,79","68,79","68,79","-","-0,29%"
"26.12.2018","68,83","68,83","68,83","68,83","-","0,06%"
"27.12.2018","69,00","69,00","69,00","69,00","-","0,25%"
"28.12.2018","69,20","69,20","69,20","69,20","-","0,29%"
"31.12.2018","69,20","69,20","69,20","69,20","-","0,00%"
"02.01.2019","71,06","71,06","71,06","71,06","0,62K","2,69%"
"03.01.2019","72,23","72,23","72,23","72,23","0,16K","1,65%"
"04.01.2019","73,09","73,09","73,09","73,09","0,18K","1,19%"
"07.01.2019","74,15","74,15","74,15","74,15","-","1,45%"
"08.01.2019","74,21","74,21","74,21","74,21","-","0,08%"
"09.01.2019","74,06","74,06","74,06","74,06","-","-0,20%"
"10.01.2019","73,98","73,98","73,98","73,98","-","-0,11%"
"11.01.2019","74,22","74,22","74,22","74,22","0,18K","0,32%"
"14.01.2019","74,21","74,21","74,21","74,21","0,39K","-0,01%"
"15.01.2019","74,31","74,31","74,31","74,31","0,39K","0,13%"
"16.01.2019","74,43","74,43","74,43","74,43","-","0,16%"
"17.01.2019","74,51","74,51","74,51","74,51","-","0,11%"
"18.01.2019","75,15","75,15","75,15","75,15","-","0,86%"
"22.01.2019","74,55","74,55","74,55","74,55","-","-0,80%"
"23.01.2019","74,58","74,58","74,58","74,58","-","0,04%"
"24.01.2019","74,61","74,61","74,61","74,61","-","0,04%"
"25.01.2019","74,64","74,64","74,64","74,64","-","0,04%"
"28.01.2019","75,30","75,30","75,30","75,30","0,08K","0,88%"
"29.01.2019","75,49","75,49","75,49","75,49","-","0,25%"
"30.01.2019","75,60","75,60","75,60","75,60","-","0,15%"
"31.01.2019","76,03","76,03","76,03","76,03","-","0,57%"
"01.02.2019","86,93","86,93","86,93","86,93","-","14,34%"
"04.02.2019","86,53","86,53","86,53","86,53","-","-0,46%"
"05.02.2019","88,16","88,16","88,16","88,16","-","1,88%"
"06.02.2019","88,98","88,98","88,98","88,98","-","0,93%"
"07.02.2019","92,29","92,29","92,29","92,29","-","3,72%"
"08.02.2019","92,13","92,13","92,13","92,13","-","-0,17%"
"11.02.2019","90,82","90,82","90,82","90,82","-","-1,42%"
"12.02.2019","88,44","88,44","88,44","88,44","-","-2,62%"
"13.02.2019","88,02","88,02","88,02","88,02","-","-0,47%"
"14.02.2019","88,35","88,35","88,35","88,35","-","0,37%"
"15.02.2019","88,56","88,56","88,56","88,56","-","0,24%"
"19.02.2019","88,53","88,53","88,53","88,53","-","-0,03%"
"20.02.2019","88,46","88,46","88,46","88,46","-","-0,08%"
"21.02.2019","88,03","86,99","86,99","86,99","0,00K","-0,49%"
"22.02.2019","88,16","88,16","88,16","88,16","-","0,15%"
"25.02.2019","87,94","87,94","87,94","87,94","-","-0,25%"
"26.02.2019","87,70","87,70","87,70","87,70","-","-0,27%"
"27.02.2019","87,47","87,47","87,47","87,47","-","-0,26%"
"28.02.2019","87,33","87,33","87,33","87,33","-","-0,16%"
"01.03.2019","85,98","85,98","85,98","85,98","0,01K","-1,55%"
"04.03.2019","85,42","85,42","85,42","85,42","0,01K","-0,65%"
"05.03.2019","86,51","86,51","86,51","86,51","0,01K","1,28%"
"06.03.2019","85,79","85,79","85,79","85,79","-","-0,83%"
"07.03.2019","86,76","86,76","86,76","86,76","-","1,13%"
"08.03.2019","85,15","85,15","85,15","85,15","-","-1,86%"
"11.03.2019","84,53","84,53","84,53","84,53","-","-0,73%"
"12.03.2019","85,31","85,31","85,31","85,31","-","0,92%"
"13.03.2019","85,01","85,01","85,01","85,01","-","-0,35%"
"14.03.2019","85,98","85,98","85,98","85,98","-","1,14%"
"15.03.2019","86,12","86,12","86,12","86,12","-","0,16%"
"18.03.2019","86,28","86,28","86,28","86,28","-","0,19%"
"19.03.2019","86,23","86,23","86,23","86,23","-","-0,06%"
"20.03.2019","85,41","85,41","85,41","85,41","-","-0,95%"
"21.03.2019","85,65","85,65","85,65","85,65","-","0,28%"
"22.03.2019","85,89","85,89","85,89","85,89","-","0,28%"
"25.03.2019","85,82","85,82","85,82","85,82","-","-0,08%"
"26.03.2019","85,80","85,80","85,80","85,80","-","-0,02%"
"27.03.2019","85,72","85,72","85,72","85,72","-","-0,09%"
"28.03.2019","85,64","85,64","85,64","85,64","-","-0,09%"
"29.03.2019","85,70","85,70","85,70","85,70","-","0,07%"
"01.04.2019","87,52","87,52","87,52","87,52","-","2,12%"
"02.04.2019","89,50","89,50","89,50","89,50","-","2,26%"
"03.04.2019","92,15","92,15","92,15","92,15","-","2,96%"
"04.04.2019","92,53","92,53","92,53","92,53","-","0,41%"
"05.04.2019","91,81","91,81","91,81","91,81","-","-0,78%"
"08.04.2019","93,63","93,63","93,63","93,63","-","1,98%"
"09.04.2019","92,72","92,72","92,72","92,72","-","-0,97%"
"10.04.2019","92,60","92,60","92,60","92,60","-","-0,13%"
"11.04.2019","93,60","93,60","93,60","93,60","-","1,08%"
"12.04.2019","93,79","93,79","93,79","93,79","-","0,20%"
"15.04.2019","93,97","93,97","93,97","93,97","-","0,19%"
"16.04.2019","93,44","93,44","93,44","93,44","-","-0,56%"
"17.04.2019","92,96","92,96","92,96","92,96","-","-0,51%"
"18.04.2019","92,91","92,91","92,91","92,91","-","-0,05%"
"22.04.2019","93,20","93,20","93,20","93,20","-","0,31%"
"23.04.2019","93,29","93,29","93,29","93,29","-","0,10%"
"24.04.2019","92,95","92,95","92,95","92,95","-","-0,36%"
"25.04.2019","93,14","93,14","93,14","93,14","-","0,20%"
"26.04.2019","93,16","93,16","93,16","93,16","-","0,02%"
"29.04.2019","93,17","93,17","93,17","93,17","-","0,01%"
"30.04.2019","93,24","93,24","93,24","93,24","-","0,08%"
"01.05.2019","93,65","93,65","93,65","93,65","-","0,44%"
"02.05.2019","93,60","93,60","93,60","93,60","-","-0,05%"
"03.05.2019","93,81","93,81","93,81","93,81","-","0,22%"
"06.05.2019","93,51","93,51","93,51","93,51","-","-0,32%"
"07.05.2019","94,75","94,75","94,75","94,75","-","1,33%"
"08.05.2019","94,19","94,19","94,19","94,19","-","-0,59%"
"09.05.2019","94,24","94,24","94,24","94,24","-","0,05%"
"10.05.2019","95,08","95,08","95,08","95,08","-","0,89%"
"13.05.2019","94,38","94,38","94,38","94,38","-","-0,74%"
"14.05.2019","93,88","93,88","93,88","93,88","-","-0,53%"
"15.05.2019","94,82","94,82","94,82","94,82","-","1,00%"
"16.05.2019","96,13","96,13","96,13","96,13","-","1,38%"
"17.05.2019","96,34","96,34","96,34","96,34","-","0,22%"
"20.05.2019","96,38","96,38","96,38","96,38","-","0,04%"
"21.05.2019","96,56","96,56","96,56","96,56","-","0,19%"
"22.05.2019","97,04","97,04","97,04","97,04","-","0,50%"
"23.05.2019","97,31","97,31","97,31","97,31","-","0,28%"
"24.05.2019","98,14","98,14","98,14","98,14","-","0,85%"
"28.05.2019","98,38","98,38","98,38","98,38","-","0,24%"
"29.05.2019","98,59","98,59","98,59","98,59","-","0,21%"
"30.05.2019","98,72","98,72","98,72","98,72","-","0,13%"
"31.05.2019","98,76","98,76","98,76","98,76","-","0,04%"
"03.06.2019","96,28","96,28","96,28","96,28","-","-2,51%"
"04.06.2019","98,39","98,39","98,39","98,39","-","2,19%"
"05.06.2019","98,32","98,32","98,32","98,32","-","-0,07%"
"06.06.2019","97,76","97,76","97,76","97,76","-","-0,57%"
"07.06.2019","97,78","97,78","97,78","97,78","-","0,02%"
"10.06.2019","99,26","99,26","99,26","99,26","-","1,51%"
"11.06.2019","102,76","102,76","102,76","102,76","-","3,53%"
"12.06.2019","102,99","102,99","102,99","102,99","-","0,22%"
"13.06.2019","106,29","106,29","106,29","106,29","-","3,20%"
"14.06.2019","104,33","104,33","104,33","104,33","-","-1,84%"
"17.06.2019","104,17","104,17","104,17","104,17","-","-0,15%"
"18.06.2019","105,79","105,79","105,79","105,79","-","1,56%"
"19.06.2019","106,20","106,20","106,20","106,20","0,08K","0,39%"
"20.06.2019","107,21","107,21","107,21","107,21","-","0,95%"
"21.06.2019","107,54","107,54","107,54","107,54","-","0,31%"
"24.06.2019","108,99","108,99","108,99","108,99","-","1,35%"
"25.06.2019","107,93","107,93","107,93","107,93","-","-0,97%"
"26.06.2019","109,19","109,19","109,19","109,19","-","1,17%"
"27.06.2019","108,72","108,72","108,72","108,72","0,03K","-0,43%"
"28.06.2019","109,18","109,18","109,18","109,18","-","0,42%"
"01.07.2019","119,45","119,45","119,45","119,45","-","9,41%"
"02.07.2019","123,19","123,19","123,19","123,19","-","3,13%"
"03.07.2019","123,16","123,16","123,16","123,16","-","-0,02%"
"05.07.2019","117,10","117,10","117,10","117,10","-","-4,92%"
"08.07.2019","119,17","119,17","119,17","119,17","-","1,77%"
"09.07.2019","121,35","121,35","121,35","121,35","-","1,83%"
"10.07.2019","120,84","120,84","120,84","120,84","-","-0,42%"
"11.07.2019","120,32","120,32","120,32","120,32","-","-0,43%"
"12.07.2019","120,25","120,25","120,25","120,25","-","-0,06%"
"15.07.2019","121,18","121,18","121,18","121,18","-","0,77%"
"16.07.2019","121,19","121,19","121,19","121,19","-","0,01%"
"17.07.2019","121,14","121,14","121,14","121,14","-","-0,04%"
"18.07.2019","120,87","120,87","120,87","120,87","-","-0,22%"
"19.07.2019","120,99","120,99","120,99","120,99","-","0,10%"
"22.07.2019","120,01","120,01","120,01","120,01","-","-0,81%"
"23.07.2019","120,42","120,42","120,42","120,42","-","0,34%"
"24.07.2019","120,25","120,25","120,25","120,25","-","-0,14%"
"25.07.2019","120,09","120,09","120,09","120,09","-","-0,13%"
"26.07.2019","120,11","120,11","120,11","120,11","-","0,02%"
"29.07.2019","120,02","120,02","120,02","120,02","-","-0,07%"
"30.07.2019","120,09","120,09","120,09","120,09","-","0,06%"
"31.07.2019","120,02","120,02","120,02","120,02","-","-0,06%"
"01.08.2019","112,02","112,02","112,02","112,02","-","-6,67%"
"02.08.2019","106,51","106,51","106,51","106,51","-","-4,92%"
"05.08.2019","100,34","100,34","100,34","100,34","0,01K","-5,79%"
"06.08.2019","99,51","99,51","99,51","99,51","-","-0,83%"
"07.08.2019","96,56","96,56","96,56","96,56","-","-2,96%"
"08.08.2019","97,37","97,37","97,37","97,37","-","0,84%"
"09.08.2019","93,61","93,61","93,61","93,61","-","-3,86%"
"12.08.2019","95,01","95,01","95,01","95,01","-","1,50%"
"13.08.2019","95,11","95,11","95,11","95,11","0,04K","0,11%"
"14.08.2019","95,71","95,71","95,71","95,71","-","0,63%"
"15.08.2019","93,76","93,76","93,76","93,76","-","-2,04%"
"16.08.2019","93,61","93,61","93,61","93,61","-","-0,16%"
"19.08.2019","94,36","94,36","94,36","94,36","-","0,80%"
"20.08.2019","94,02","94,02","94,02","94,02","-","-0,36%"
"21.08.2019","92,01","92,01","92,01","92,01","-","-2,14%"
"22.08.2019","92,73","92,73","92,73","92,73","-","0,78%"
"23.08.2019","92,88","92,88","92,88","92,88","-","0,16%"
"26.08.2019","92,45","92,45","92,45","92,45","-","-0,46%"
"27.08.2019","92,06","92,06","92,06","92,06","-","-0,42%"
"28.08.2019","91,63","91,63","91,63","91,63","-","-0,47%"
"29.08.2019","91,16","91,16","91,16","91,16","-","-0,51%"
"30.08.2019","90,91","90,91","90,91","90,91","-","-0,27%"
"03.09.2019","89,55","89,55","89,55","89,55","-","-1,50%"
"04.09.2019","91,57","91,57","91,57","91,57","0,02K","2,26%"
"05.09.2019","90,72","90,72","90,72","90,72","0,01K","-0,93%"
"06.09.2019","89,44","89,44","89,44","89,44","-","-1,41%"
"09.09.2019","91,23","91,23","91,23","91,23","-","2,00%"
"10.09.2019","91,37","91,37","91,37","91,37","0,04K","0,15%"
"11.09.2019","92,34","92,34","92,34","92,34","-","1,06%"
"12.09.2019","94,14","94,14","94,14","94,14","-","1,95%"
"13.09.2019","94,77","94,77","94,77","94,77","-","0,67%"
"16.09.2019","94,37","94,37","94,37","94,37","-","-0,42%"
"17.09.2019","94,03","94,03","94,03","94,03","-","-0,36%"
"18.09.2019","93,97","93,97","93,97","93,97","-","-0,06%"
"19.09.2019","93,46","93,46","93,46","93,46","-","-0,54%"
"20.09.2019","93,38","93,38","93,38","93,38","-","-0,09%"
"23.09.2019","93,49","93,49","93,49","93,49","-","0,12%"
"24.09.2019","93,21","93,21","93,21","93,21","-","-0,30%"
"25.09.2019","92,97","92,97","92,97","92,97","-","-0,26%"
"26.09.2019","92,95","92,95","92,95","92,95","-","-0,02%"
"27.09.2019","92,89","92,89","92,89","92,89","-","-0,06%"
"30.09.2019","92,91","92,91","92,91","92,91","-","0,02%"
"01.10.2019","92,16","92,16","92,16","92,16","-","-0,81%"
"02.10.2019","92,26","92,26","92,26","92,26","-","0,11%"
"03.10.2019","92,26","92,26","92,26","92,26","-","0,00%"
"04.10.2019","92,18","92,18","92,18","92,18","-","-0,09%"
"07.10.2019","92,55","92,55","92,55","92,55","-","0,40%"
"08.10.2019","93,53","93,53","93,53","93,53","-","1,06%"
"09.10.2019","91,59","91,59","91,59","91,59","0,02K","-2,07%"
"10.10.2019","93,01","93,01","93,01","93,01","-","1,55%"
"11.10.2019","92,86","92,86","92,86","92,86","-","-0,16%"
"14.10.2019","92,23","92,23","92,23","92,23","-","-0,68%"
"15.10.2019","92,62","92,62","92,62","92,62","-","0,42%"
"16.10.2019","91,40","91,40","91,40","91,40","-","-1,32%"
"17.10.2019","90,01","90,01","90,01","90,01","-","-1,52%"
"18.10.2019","90,76","90,76","90,76","90,76","-","0,83%"
"21.10.2019","90,58","90,58","90,58","90,58","-","-0,20%"
"22.10.2019","90,53","90,53","90,53","90,53","-","-0,06%"
"23.10.2019","90,45","90,45","90,45","90,45","0,02K","-0,09%"
"24.10.2019","90,11","90,11","90,11","90,11","-","-0,38%"
"25.10.2019","90,22","90,22","90,22","90,22","-","0,12%"
"28.10.2019","90,23","90,23","90,23","90,23","-","0,01%"
"29.10.2019","90,03","90,03","90,03","90,03","-","-0,22%"
"30.10.2019","89,80","89,80","89,80","89,80","-","-0,26%"
"31.10.2019","89,55","89,55","89,55","89,55","-","-0,28%"
"01.11.2019","83,55","83,55","83,55","83,55","-","-6,70%"
"04.11.2019","82,85","82,85","82,85","82,85","-","-0,84%"
"05.11.2019","82,85","82,85","82,85","82,85","-","0,00%"
"06.11.2019","82,98","82,98","82,98","82,98","-","0,16%"
"07.11.2019","82,55","82,55","82,55","82,55","-","-0,52%"
"08.11.2019","80,36","80,36","80,36","80,36","-","-2,65%"
"11.11.2019","80,30","80,30","80,30","80,30","-","-0,07%"
"12.11.2019","81,36","81,36","81,36","81,36","-","1,32%"
"13.11.2019","81,26","81,26","81,26","81,26","-","-0,12%"
"14.11.2019","82,52","82,52","82,52","82,52","-","1,55%"
"15.11.2019","82,80","82,80","82,80","82,80","-","0,34%"
"18.11.2019","82,93","82,93","82,93","82,93","-","0,16%"
"19.11.2019","83,19","83,19","83,19","83,19","-","0,31%"
"20.11.2019","83,35","83,35","83,35","83,35","-","0,19%"
"21.11.2019","83,55","83,55","83,55","83,55","-","0,24%"
"22.11.2019","83,79","83,79","83,79","83,79","-","0,29%"
"25.11.2019","84,29","84,29","84,29","84,29","-","0,60%"
"26.11.2019","84,35","84,35","84,35","84,35","-","0,07%"
"27.11.2019","84,42","84,42","84,42","84,42","-","0,08%"
"29.11.2019","84,68","84,68","84,68","84,68","-","0,31%"
"02.12.2019","88,11","88,11","88,11","88,11","-","4,05%"
"03.12.2019","87,65","87,65","87,65","87,65","-","-0,52%"
"04.12.2019","88,27","88,27","88,27","88,27","-","0,71%"
"05.12.2019","88,34","88,34","88,34","88,34","-","0,08%"
"06.12.2019","88,56","88,56","88,56","88,56","-","0,25%"
"09.12.2019","92,04","92,04","92,04","92,04","-","3,93%"
"10.12.2019","91,36","91,36","91,36","91,36","0,02K","-0,74%"
"11.12.2019","92,05","92,05","92,05","92,05","-","0,76%"
"12.12.2019","92,04","92,04","92,04","92,04","-","-0,01%"
"13.12.2019","92,27","92,27","92,27","92,27","-","0,25%"
"16.12.2019","92,10","92,10","92,10","92,10","-","-0,18%"
"17.12.2019","92,09","92,09","92,09","92,09","-","-0,01%"
"18.12.2019","91,99","91,99","91,99","91,99","-","-0,11%"
"19.12.2019","92,00","92,00","92,00","92,00","-","0,01%"
"20.12.2019","91,74","91,74","91,74","91,74","-","-0,28%"
"23.12.2019","91,72","91,72","91,72","91,72","-","-0,02%"
"24.12.2019","91,70","91,70","91,70","91,70","-","-0,02%"
"26.12.2019","91,61","91,61","91,61","91,61","-","-0,10%"
"27.12.2019","91,55","91,55","91,55","91,55","-","-0,07%"
"30.12.2019","91,52","91,52","91,52","91,52","-","-0,03%"
"31.12.2019","91,53","91,53","91,53","91,53","-","0,01%"
"02.01.2020","92,58","92,58","92,58","92,58","-","1,15%"
"03.01.2020","93,41","93,41","93,41","93,41","-","0,90%"
"06.01.2020","93,85","93,85","93,85","93,85","-","0,47%"
"07.01.2020","93,73","93,73","93,73","93,73","-","-0,13%"
"08.01.2020","94,61","94,61","94,61","94,61","-","0,94%"
"09.01.2020","93,57","93,57","93,57","93,57","-","-1,10%"
"10.01.2020","93,56","93,56","93,56","93,56","-","-0,01%"
"13.01.2020","94,03","94,03","94,03","94,03","-","0,50%"
"14.01.2020","94,83","94,83","94,83","94,83","-","0,85%"
"15.01.2020","94,59","94,59","94,59","94,59","-","-0,25%"
"16.01.2020","94,55","94,55","94,55","94,55","-","-0,04%"
"17.01.2020","94,81","94,81","94,81","94,81","-","0,27%"
"21.01.2020","94,80","94,80","94,80","94,80","-","-0,01%"
"22.01.2020","94,76","94,76","94,76","94,76","-","-0,04%"
"23.01.2020","94,40","94,40","94,40","94,40","-","-0,38%"
"24.01.2020","94,35","94,35","94,35","94,35","-","-0,05%"
"27.01.2020","94,01","94,01","94,01","94,01","-","-0,36%"
"28.01.2020","93,60","93,60","93,60","93,60","-","-0,44%"
"29.01.2020","93,34","93,34","93,34","93,34","-","-0,28%"
"30.01.2020","92,90","92,90","92,90","92,90","-","-0,47%"
"31.01.2020","92,44","92,44","92,44","92,44","-","-0,50%"
"03.02.2020","78,33","78,33","78,33","78,33","0,02K","-15,26%"
"04.02.2020","81,63","81,63","81,63","81,63","-","4,21%"
"05.02.2020","79,87","79,87","79,87","79,87","-","-2,16%"
"06.02.2020","80,96","80,96","80,96","80,96","-","1,36%"
"07.02.2020","81,65","81,65","81,65","81,65","-","0,85%"
"10.02.2020","81,25","81,25","81,25","81,25","-","-0,49%"
"11.02.2020","83,36","83,36","83,36","83,36","-","2,60%"
"12.02.2020","84,47","84,47","84,47","84,47","-","1,33%"
"13.02.2020","85,14","85,14","85,14","85,14","-","0,79%"
"14.02.2020","84,86","84,86","84,86","84,86","-","-0,33%"
"18.02.2020","85,43","85,43","85,43","85,43","-","0,67%"
"19.02.2020","85,70","85,70","85,70","85,70","-","0,32%"
"20.02.2020","86,15","86,15","86,15","86,15","-","0,53%"
"21.02.2020","86,42","86,42","86,42","86,42","-","0,31%"
"24.02.2020","86,56","86,56","86,56","86,56","-","0,16%"
"25.02.2020","86,73","86,73","86,73","86,73","-","0,20%"
"26.02.2020","86,67","86,67","86,67","86,67","-","-0,07%"
"27.02.2020","86,58","86,58","86,58","86,58","-","-0,10%"
"28.02.2020","86,46","86,46","86,46","86,46","-","-0,14%"
"02.03.2020","87,10","87,10","87,10","87,10","-","0,74%"
"03.03.2020","87,14","87,14","87,14","87,14","-","0,05%"
"04.03.2020","89,63","89,63","89,63","89,63","-","2,86%"
"05.03.2020","90,12","90,12","90,12","90,12","0,18K","0,55%"
"06.03.2020","89,18","89,18","89,18","89,18","-","-1,04%"
"09.03.2020","88,07","88,07","88,07","88,07","-","-1,24%"
